N,occurrence_id,classification,type_of_occurrence,localization,fu,country,aerodrome,occurrence_day,time,under_investigation,investigating_command,investigation_status,report_number,published_report,publication_day,recommendation_amount,aircrafts_involved,takeoff,extraction_day
125,45237,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,SENADOR GUIOMARD,AC,BRAZIL,****,05/12/2011,19:00:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
126,53265,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PACARAIMA,RR,BRAZIL,SDMM,05/05/2015,16:05:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
127,52651,ACCIDENT,FUEL STARVATION,RORAINOPOLIS,RR,BRAZIL,****,26/10/2014,17:30:00,YES,SERIPA-7,FINISHED,-,1.0,04/08/2015,1,1,-,30/07/2016
128,31859,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SENA MADUREIRA,AC,BRAZIL,****,07/03/2008,13:55:00,YES,SERIPA-7,FINISHED,-,1.0,22/04/2016,0,1,-,30/07/2016
129,52632,ACCIDENT,UNKNOWN,SENA MADUREIRA,AC,BRAZIL,****,05/10/2014,12:00:00,YES,SERIPA-7,FINISHED,-,1.0,30/04/2015,0,1,-,30/07/2016
130,25820,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,OIAPOQUE,AP,BRAZIL,****,02/01/2006,12:40:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
131,50511,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ALMEIRIM,PA,BRAZIL,****,10/11/2013,12:30:00,YES,SERIPA-1,FINISHED,-,1.0,24/04/2015,1,1,-,30/07/2016
132,27260,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALMEIRIM,PA,BRAZIL,****,28/06/2006,13:20:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
133,47142,ACCIDENT,LOSS OF CONTROL IN THE AIR,ALMEIRIM,PA,BRAZIL,SBMD,12/03/2013,12:30:00,YES,SERIPA-1,FINISHED,-,1.0,24/11/2014,3,1,-,30/07/2016
134,51012,ACCIDENT,UNKNOWN,ALTO PARAGUAI,MT,BRAZIL,****,19/02/2014,14:30:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
135,46569,ACCIDENT,ANOTHER TYPES,ALTONIA,PR,BRAZIL,****,08/11/2012,19:00:00,YES,SERIPA-5,FINISHED,-,1.0,21/10/2013,0,1,-,30/07/2016
136,45938,ACCIDENT,SLOW LANDING,ALTO HORIZONTE,GO,BRAZIL,****,20/06/2012,16:15:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
137,34659,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,ALTAMIRA,PA,BRAZIL,****,08/12/2008,17:50:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
138,46209,SERIOUS INCIDENT,ANOTHER TYPES,ALTAMIRA,PA,BRAZIL,****,04/08/2012,10:10:00,YES,SERIPA-1,FINISHED,-,1.0,21/10/2013,2,1,-,30/07/2016
139,43899,ACCIDENT,ABOUT LANDING GEAR,ALTAMIRA,PA,BRAZIL,SBHT,21/02/2011,21:45:00,YES,SERIPA-1,FINISHED,-,1.0,29/11/2013,6,1,1.0,30/07/2016
140,46337,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ALTO PARAISO DE GOIAS,GO,BRAZIL,SDXF,12/09/2012,12:00:00,YES,SERIPA-6,FINISHED,-,1.0,08/10/2014,0,1,1.0,30/07/2016
141,31396,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALTO TAQUARI,MT,BRAZIL,****,05/01/2008,09:30:00,YES,SERIPA-4,FINISHED,-,1.0,30/12/2008,9,1,-,30/07/2016
142,44656,SERIOUS INCIDENT,SLOW LANDING,ARACRUZ,ES,BRAZIL,****,18/06/2011,09:10:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
143,51655,ACCIDENT,ANOTHER TYPES,BOA VISTA DO RAMOS,AM,BRAZIL,****,05/07/2014,12:10:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
144,48795,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ANAJAS,PA,BRAZIL,****,09/06/2013,19:10:00,YES,SERIPA-1,FINISHED,-,1.0,27/03/2014,1,1,-,30/07/2016
145,48791,ACCIDENT,ANOTHER TYPES,ANAJAS,PA,BRAZIL,****,08/06/2013,13:30:00,YES,SERIPA-1,FINISHED,-,1.0,07/04/2014,1,1,-,30/07/2016
146,29095,ACCIDENT,ABOUT PROPELLER,ANAJAS,PA,BRAZIL,****,08/02/2007,12:25:00,YES,SERIPA-1,FINISHED,-,1.0,29/09/2009,12,1,-,30/07/2016
147,51019,SERIOUS INCIDENT,HARD LANDING,CABO FRIO,RJ,BRAZIL,SBCB,16/02/2014,09:52:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,-,30/07/2016
148,53115,ACCIDENT,LOSS OF CONTROL IN THE AIR,UIRAMUTA,RR,BRAZIL,SJYR,22/02/2015,17:30:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
149,50810,ACCIDENT,TIRE BURST,UIRAMUTA,RR,BRAZIL,SJLO,19/02/2014,17:35:00,YES,SERIPA-7,FINISHED,-,1.0,22/08/2014,0,1,1.0,30/07/2016
150,52293,SERIOUS INCIDENT,SLOW LANDING,UIRAMUTA,RR,BRAZIL,SWPD,20/08/2014,18:57:00,YES,SERIPA-7,FINISHED,-,1.0,06/03/2015,0,1,1.0,30/07/2016
151,40088,ACCIDENT,SLOW LANDING,UIRAMUTA,RR,BRAZIL,****,19/03/2010,13:10:00,YES,SERIPA-7,FINISHED,-,1.0,21/07/2011,3,1,1.0,30/07/2016
152,40350,SERIOUS INCIDENT,FUEL STARVATION,UIRAMUTA,RR,BRAZIL,****,17/04/2010,20:30:00,YES,SERIPA-7,FINISHED,-,1.0,29/04/2016,0,1,-,30/07/2016
153,45571,ACCIDENT,ANOTHER TYPES,ANANINDEUA,PA,BRAZIL,****,23/02/2012,13:40:00,YES,SERIPA-1,IN PROGRESS,-,-,-,2,1,-,30/07/2016
154,26643,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,APIACAS,MT,BRAZIL,****,21/03/2006,16:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
155,30180,ACCIDENT,LOSS OF CONTROL IN THE AIR,BORBA,AM,BRAZIL,****,09/08/2007,12:55:00,YES,SERIPA-1,FINISHED,-,1.0,06/04/2010,7,1,-,30/07/2016
156,27469,ACCIDENT,LOSS OF CONTROL IN THE AIR,BORBA,AM,BRAZIL,****,24/08/2006,14:30:00,YES,SERIPA-7,FINISHED,-,1.0,14/10/2014,1,1,-,30/07/2016
157,50236,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CANDEIAS DO JAMARI,RO,BRAZIL,****,29/12/2013,19:00:00,UNKNOWN,SERIPA-7,-,-,-,-,0,1,-,30/07/2016
158,32155,SERIOUS INCIDENT,FIRE DURING THE FLIGHT,CAAPIRANGA,AM,BRAZIL,****,02/02/2008,13:35:00,YES,SERIPA-7,FINISHED,-,1.0,03/06/2016,1,1,-,30/07/2016
159,44543,ACCIDENT,LOW ALTITUDE MANEUVERS,ANGELICA,MS,BRAZIL,****,24/05/2011,09:45:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
160,27853,ACCIDENT,SLOW LANDING,ANAPU,PA,BRAZIL,****,15/09/2006,18:30:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
161,39707,SERIOUS INCIDENT,ABOUT LANDING GEAR,CANUTAMA,AM,BRAZIL,****,09/01/2010,12:30:00,YES,SERIPA-7,FINISHED,-,1.0,21/07/2011,3,1,-,30/07/2016
162,39315,ACCIDENT,ANOTHER TYPES,CANUTAMA,AM,BRAZIL,****,15/01/2010,20:22:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
163,48799,ACCIDENT,ABOUT LANDING GEAR,CANUTAMA,AM,BRAZIL,****,18/06/2013,21:30:00,YES,SERIPA-7,FINISHED,-,1.0,09/07/2013,0,1,-,30/07/2016
164,53183,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,AMAPORA,PR,BRAZIL,****,02/03/2015,23:00:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
165,41488,ACCIDENT,LOSS OF CONTROL IN THE AIR,AQUIRAZ,CE,BRAZIL,****,13/06/2010,12:50:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
166,51011,ACCIDENT,LOSS OF CONTROL IN THE AIR,AQUIRAZ,CE,BRAZIL,****,03/05/2014,15:30:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
167,45930,ACCIDENT,ANOTHER TYPES,AQUIRAZ,CE,BRAZIL,****,29/12/2011,12:00:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
168,34040,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOCA DA MATA,AL,BRAZIL,****,04/08/2008,10:10:00,YES,SERIPA-2,FINISHED,-,1.0,17/10/2012,1,1,-,30/07/2016
169,45151,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARAUARI,AM,BRAZIL,SWCA,09/10/2011,19:35:00,YES,SERIPA-7,FINISHED,-,1.0,18/03/2016,1,1,-,30/07/2016
170,45235,SERIOUS INCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,CARAUARI,AM,BRAZIL,****,27/11/2011,12:40:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
171,33695,ACCIDENT,ABOUT LANDING GEAR,CARAUARI,AM,BRAZIL,SWCA,30/09/2006,18:00:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
172,45859,SERIOUS INCIDENT,ABOUT LANDING GEAR,AMARGOSA,BA,BRAZIL,SNAZ,19/05/2012,13:40:00,YES,SERIPA-2,FINISHED,-,1.0,21/10/2013,2,1,-,30/07/2016
173,52993,SERIOUS INCIDENT,FIRE ON THE GROUND,CAMPOS DOS GOYTACAZES,RJ,BRAZIL,SBFS,27/01/2015,12:25:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,-,30/07/2016
174,33278,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,CAMPOS DOS GOYTACAZES,RJ,BRAZIL,****,11/07/2008,13:13:00,YES,SERIPA-3,FINISHED,-,1.0,27/04/2009,10,1,-,30/07/2016
175,53199,ACCIDENT,LOSS OF CONTROL IN THE AIR,ASSUNCAO DO PIAUI,PI,BRAZIL,****,11/04/2015,22:00:00,YES,SERIPA-2,FINISHED,-,1.0,15/02/2016,0,1,-,30/07/2016
176,45238,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,AIMORES,MG,BRAZIL,****,12/11/2011,21:30:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
177,52945,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,AQUIDAUANA,MS,BRAZIL,****,30/12/2014,20:00:00,YES,SERIPA-4,FINISHED,-,1.0,23/06/2016,0,1,-,30/07/2016
178,27809,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,BAGRE,PA,BRAZIL,****,14/08/2006,13:26:00,YES,SERIPA-1,FINISHED,-,1.0,28/04/2010,1,1,-,30/07/2016
179,45094,SERIOUS INCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,ANAPOLIS,GO,BRAZIL,SWNS,29/09/2011,20:00:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
180,29215,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ANAPOLIS,GO,BRAZIL,****,17/05/2007,10:35:00,YES,SERIPA-6,FINISHED,-,1.0,14/03/2008,15,1,-,30/07/2016
181,37796,ACCIDENT,ABOUT LANDING GEAR,ANAPOLIS,GO,BRAZIL,****,18/06/2009,18:40:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
182,40269,SERIOUS INCIDENT,ABOUT LANDING GEAR,ANAPOLIS,GO,BRAZIL,SWNS,07/04/2010,19:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
183,34555,ACCIDENT,LOSS OF CONTROL IN THE AIR,ANAPOLIS,GO,BRAZIL,SWNS,28/11/2008,20:50:00,YES,SERIPA-6,FINISHED,-,1.0,12/11/2010,3,1,-,30/07/2016
184,53204,SERIOUS INCIDENT,VEHICLE COLLISION AGAINST AIRCRAFT,ANAPOLIS,GO,BRAZIL,SWNS,09/04/2015,13:13:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
185,51756,SERIOUS INCIDENT,FUEL STARVATION,ANAPOLIS,GO,BRAZIL,****,07/07/2014,12:46:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
186,45025,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ANAPOLIS,GO,BRAZIL,****,25/08/2011,18:30:00,YES,SERIPA-6,FINISHED,-,1.0,20/03/2015,1,1,-,30/07/2016
187,40087,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ANAPOLIS,GO,BRAZIL,****,26/03/2010,10:45:00,YES,SERIPA-6,FINISHED,-,1.0,23/09/2011,4,1,-,30/07/2016
188,45053,ACCIDENT,LOSS OF CONTROL IN THE AIR,ÂNGULO,PR,BRAZIL,****,13/09/2011,11:35:00,YES,SERIPA-5,FINISHED,-,1.0,26/07/2013,2,1,-,30/07/2016
189,52978,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,BAIXA GRANDE DO RIBEIRO,PI,BRAZIL,****,14/01/2015,10:50:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
190,28475,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,ARCOVERDE,PE,BRAZIL,****,30/01/2007,16:30:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
191,45087,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ARES,RN,BRAZIL,****,07/10/2011,08:30:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
192,49617,SERIOUS INCIDENT,ABOUT LANDING GEAR,CACHOEIRO DE ITAPEMIRIM,ES,BRAZIL,SNKI,31/08/2013,13:00:00,YES,SERIPA-3,FINISHED,-,1.0,16/06/2014,0,1,-,30/07/2016
193,44545,ACCIDENT,LOSS OF CONTROL ON THE GROUND,COARI,AM,BRAZIL,****,24/05/2011,13:43:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
194,27081,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,COARI,AM,BRAZIL,SJQY,27/01/2006,13:00:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
195,52287,SERIOUS INCIDENT,FOD - DAMAGE CAUSED BY UNKNOWN OBJECT,COARI,AM,BRAZIL,****,16/08/2014,11:57:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
196,46282,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,COARI,AM,BRAZIL,SWKO,12/08/2012,12:20:00,YES,SERIPA-7,FINISHED,-,1.0,02/10/2014,0,1,-,30/07/2016
197,44597,SERIOUS INCIDENT,COLLISION DURING THE FLIGHT AGAINST TOWED OBJECT,COARI,AM,BRAZIL,****,03/06/2011,18:00:00,YES,SERIPA-7,FINISHED,-,1.0,23/06/2016,1,1,-,30/07/2016
198,32377,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,COARI,AM,BRAZIL,SWKO,21/04/2008,19:00:00,YES,CENIPA,FINISHED,-,1.0,05/05/2010,9,1,1.0,30/07/2016
199,51414,ACCIDENT,ANOTHER TYPES,COARI,AM,BRAZIL,SBUY,30/05/2014,02:16:00,YES,CENIPA,IN PROGRESS,-,-,-,6,1,-,30/07/2016
200,46584,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAPUTANGA,MT,BRAZIL,****,08/11/2012,12:10:00,YES,SERIPA-6,FINISHED,-,1.0,23/08/2015,0,1,-,30/07/2016
201,53191,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALVARES MACHADO,SP,BRAZIL,SDEM,04/04/2015,20:30:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
202,43389,ACCIDENT,ANOTHER TYPES,ANDARAI,BA,BRAZIL,****,09/11/2010,18:30:00,YES,SERIPA-2,FINISHED,-,1.0,01/08/2011,1,1,-,30/07/2016
203,45251,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ARROIO GRANDE,RS,BRAZIL,****,10/12/2011,11:55:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
204,45586,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ARROIO GRANDE,RS,BRAZIL,****,15/02/2012,13:00:00,YES,SERIPA-5,FINISHED,-,1.0,27/11/2013,0,1,-,30/07/2016
205,52946,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ARROIO GRANDE,RS,BRAZIL,****,30/12/2014,08:50:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
206,39323,ACCIDENT,LOSS OF CONTROL IN THE AIR,CASIMIRO DE ABREU,RJ,BRAZIL,****,24/01/2010,16:15:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
207,28455,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,BALSAS,MA,BRAZIL,****,23/02/2007,18:30:00,YES,SERIPA-1,FINISHED,-,1.0,27/04/2009,9,1,-,30/07/2016
208,52973,ACCIDENT,LOSS OF CONTROL IN THE AIR,BALSAS,MA,BRAZIL,****,07/02/2015,11:30:00,YES,SERIPA-1,FINISHED,-,1.0,15/04/2015,0,1,-,30/07/2016
209,46338,ACCIDENT,ANOTHER TYPES,BALSAS,MA,BRAZIL,****,12/09/2012,20:50:00,YES,SERIPA-1,FINISHED,-,1.0,22/08/2014,0,1,-,30/07/2016
210,53564,ACCIDENT,LOSS OF CONTROL IN THE AIR,BALSAS,MA,BRAZIL,SNBS,09/11/2015,19:30:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
211,52262,ACCIDENT,UNKNOWN,BALSAS,MA,BRAZIL,****,03/08/2014,09:10:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
212,53474,ACCIDENT,FUEL STARVATION,BELEM,PA,BRAZIL,****,13/09/2015,13:17:00,UNKNOWN,SERIPA-1,-,-,-,-,0,1,-,30/07/2016
213,44996,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,BELEM,PA,BRAZIL,SBJC,19/08/2011,11:11:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
214,45528,ACCIDENT,FUEL STARVATION,BELEM,PA,BRAZIL,****,08/02/2012,01:44:00,YES,SERIPA-1,FINISHED,-,1.0,29/09/2014,3,1,-,30/07/2016
215,28156,SERIOUS INCIDENT,TIRE BURST,BELEM,PA,BRAZIL,SBBE,16/12/2006,17:40:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
216,42997,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELEM,PA,BRAZIL,SBJC,24/09/2010,18:10:00,YES,SERIPA-1,FINISHED,-,1.0,22/03/2012,6,1,-,30/07/2016
217,47699,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,BELEM,PA,BRAZIL,SBBE,22/04/2013,11:28:00,YES,SERIPA-1,FINISHED,-,1.0,16/09/2013,2,1,1.0,30/07/2016
218,48879,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BELEM,PA,BRAZIL,SBJC,26/06/2013,12:45:00,YES,SERIPA-1,FINISHED,-,1.0,16/06/2014,0,1,1.0,30/07/2016
219,45901,ACCIDENT,ANOTHER TYPES,BELEM,PA,BRAZIL,SBJC,01/06/2012,15:08:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
220,46712,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BELEM,PA,BRAZIL,SBJC,06/12/2012,13:15:00,YES,SERIPA-1,FINISHED,-,1.0,10/10/2014,0,1,1.0,30/07/2016
221,49611,ACCIDENT,SYSTEM / COMPONENT FAILURE,BELEM,PA,BRAZIL,****,03/09/2013,17:45:00,YES,SERIPA-1,FINISHED,-,1.0,21/07/2015,1,1,-,30/07/2016
222,42960,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELEM,PA,BRAZIL,****,04/10/2010,13:50:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
223,52551,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELEM,PA,BRAZIL,SBJC,16/09/2014,12:00:00,YES,SERIPA-1,FINISHED,-,1.0,30/04/2015,0,1,1.0,30/07/2016
224,46411,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,BELEM,PA,BRAZIL,SBBE,23/09/2012,18:35:00,YES,SERIPA-1,FINISHED,-,1.0,02/06/2014,1,1,-,30/07/2016
225,30475,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELEM,PA,BRAZIL,****,03/09/2007,17:43:00,YES,SERIPA-1,FINISHED,-,1.0,01/07/2010,5,1,-,30/07/2016
226,45490,ACCIDENT,SPATIAL UNAWARENESS,BELEM,PA,BRAZIL,****,25/02/2012,11:47:00,YES,SERIPA-1,FINISHED,-,1.0,27/11/2013,1,1,-,30/07/2016
227,52291,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BELEM,PA,BRAZIL,SBBE,19/08/2014,08:45:00,YES,SERIPA-1,FINISHED,-,1.0,30/04/2015,0,1,-,30/07/2016
228,47879,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELEM,PA,BRAZIL,****,26/04/2013,12:15:00,YES,SERIPA-1,FINISHED,-,1.0,27/10/2014,2,1,-,30/07/2016
229,53357,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELEM,PA,BRAZIL,SBJC,03/07/2015,13:33:00,YES,SERIPA-1,FINISHED,-,1.0,23/06/2016,0,1,1.0,30/07/2016
230,43977,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARIPUANA,MT,BRAZIL,****,28/02/2011,20:45:00,YES,SERIPA-6,FINISHED,-,1.0,23/09/2011,3,1,-,30/07/2016
231,51001,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ARIPUANA,MT,BRAZIL,****,06/04/2014,11:30:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
232,50978,ACCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,ARIPUANA,MT,BRAZIL,****,09/03/2014,13:40:00,YES,SERIPA-6,FINISHED,-,1.0,30/04/2015,0,1,-,30/07/2016
233,44399,ACCIDENT,FUEL STARVATION,CASTELO,ES,BRAZIL,****,16/04/2011,16:15:00,YES,SERIPA-3,FINISHED,-,1.0,22/04/2016,1,1,-,30/07/2016
234,28375,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,APUCARANA,PR,BRAZIL,****,26/01/2007,18:15:00,YES,SERIPA-5,FINISHED,-,1.0,15/08/2007,1,1,-,30/07/2016
235,48137,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,APUCARANA,PR,BRAZIL,SSAP,26/11/2006,18:15:00,NO,SERIPA-5,FINISHED,-,1.0,06/04/2010,0,1,-,30/07/2016
236,46187,SERIOUS INCIDENT,ABOUT ROTOR,BARRO DURO,PI,BRAZIL,****,21/07/2012,11:35:00,YES,SERIPA-2,FINISHED,-,1.0,02/09/2014,4,1,-,30/07/2016
237,49513,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,BANANEIRAS,PB,BRAZIL,****,06/08/2013,09:45:00,YES,SERIPA-2,FINISHED,-,1.0,17/03/2014,0,1,-,30/07/2016
238,28915,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,COLATINA,ES,BRAZIL,****,16/04/2007,06:10:00,YES,SERIPA-3,FINISHED,-,1.0,12/11/2010,15,1,-,30/07/2016
239,48796,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ENVIRA,AM,BRAZIL,****,07/06/2013,14:20:00,YES,SERIPA-7,FINISHED,-,1.0,15/06/2015,2,1,-,30/07/2016
240,43706,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ENVIRA,AM,BRAZIL,****,19/01/2011,22:10:00,YES,SERIPA-7,FINISHED,-,1.0,21/07/2011,7,1,-,30/07/2016
241,45523,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ENVIRA,AM,BRAZIL,****,24/02/2012,21:30:00,YES,SERIPA-7,FINISHED,-,1.0,21/07/2014,0,1,-,30/07/2016
242,50973,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ARAPONGAS,PR,BRAZIL,SSOG,07/04/2014,14:35:00,YES,SERIPA-5,FINISHED,-,1.0,30/04/2015,0,1,1.0,30/07/2016
243,53580,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARAPONGAS,PR,BRAZIL,SSOG,10/11/2015,12:00:00,UNKNOWN,SERIPA-5,-,-,-,-,0,1,1.0,30/07/2016
244,46585,ACCIDENT,LOSS OF CONTROL IN THE AIR,BAGE,RS,BRAZIL,SSCE,13/11/2012,18:30:00,YES,SERIPA-5,FINISHED,-,1.0,21/10/2013,1,1,-,30/07/2016
245,41409,SERIOUS INCIDENT,AIRCRAFT HIT BY OBJECT,BAGE,RS,BRAZIL,****,17/05/2010,14:20:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
246,32076,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,BAGE,RS,BRAZIL,****,02/04/2008,18:30:00,YES,SERIPA-5,FINISHED,-,1.0,10/06/2010,1,1,-,30/07/2016
247,34540,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BAGE,RS,BRAZIL,****,07/12/2008,20:20:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
248,44850,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARACU,GO,BRAZIL,****,04/07/2011,10:40:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
249,45933,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BARAO DE MELGACO,MT,BRAZIL,****,05/06/2012,20:30:00,YES,SERIPA-6,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
250,29736,ACCIDENT,SLOW LANDING,BARAO DE MELGACO,MT,BRAZIL,****,15/06/2007,11:00:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
251,47334,SERIOUS INCIDENT,ABOUT LANDING GEAR,FONTE BOA,AM,BRAZIL,SWOB,23/03/2013,14:45:00,YES,SERIPA-7,FINISHED,-,1.0,26/08/2013,0,1,-,30/07/2016
